measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,435,South Sudan,1,Male,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.193817920754,0.287267340868,0.124792347645
1,Deaths,435,South Sudan,3,Both,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.0971333115865,0.143966192706,0.0625406254502
1,Deaths,115,Jamaica,1,Male,24,15-49 years,561,Drug use disorders,1,Number,2016,3.72083223823,6.90603819312,2.32192619952
1,Deaths,115,Jamaica,2,Female,24,15-49 years,561,Drug use disorders,1,Number,2016,1.01841331328,1.56560881511,0.630385622962
1,Deaths,115,Jamaica,3,Both,24,15-49 years,561,Drug use disorders,1,Number,2016,4.73924555151,8.20393337554,3.20310849728
1,Deaths,115,Jamaica,1,Male,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.00245747046192,0.00459403510042,0.00173107213661
1,Deaths,115,Jamaica,2,Female,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.00116639180444,0.00163216285094,0.000863440100349
1,Deaths,115,Jamaica,3,Both,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.00198501452826,0.00339703179204,0.00149151693955
1,Deaths,115,Jamaica,1,Male,24,15-49 years,561,Drug use disorders,3,Rate,2016,0.497251986025,0.9229228804809999,0.31030219590400004
1,Deaths,115,Jamaica,2,Female,24,15-49 years,561,Drug use disorders,3,Rate,2016,0.134563024747,0.206864005984,0.0832928979587
1,Deaths,115,Jamaica,3,Both,24,15-49 years,561,Drug use disorders,3,Rate,2016,0.31487723367500003,0.545072378814,0.21281571756999998
1,Deaths,207,Ghana,1,Male,24,15-49 years,438,Prostate cancer,1,Number,2016,21.7931291265,30.2950203754,15.5078092327
1,Deaths,207,Ghana,3,Both,24,15-49 years,438,Prostate cancer,1,Number,2016,21.7931291265,30.2950203754,15.5078092327
1,Deaths,207,Ghana,1,Male,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.000839690240929,0.00115536714323,0.000610236858542
1,Deaths,207,Ghana,3,Both,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.00046963490169,0.000644952282707,0.000336860097323
1,Deaths,207,Ghana,1,Male,24,15-49 years,438,Prostate cancer,3,Rate,2016,0.314334556353,0.43696211471699997,0.223677853092
1,Deaths,207,Ghana,3,Both,24,15-49 years,438,Prostate cancer,3,Rate,2016,0.155420830882,0.21605328959399997,0.11059616919200001
1,Deaths,206,The Gambia,1,Male,24,15-49 years,438,Prostate cancer,1,Number,2016,0.421865815873,0.591784347347,0.286588843696
1,Deaths,206,The Gambia,3,Both,24,15-49 years,438,Prostate cancer,1,Number,2016,0.421865815873,0.591784347347,0.286588843696
1,Deaths,206,The Gambia,1,Male,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.0002577330167,0.000360617491745,0.000177660570108
1,Deaths,206,The Gambia,3,Both,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.000155680190001,0.000215786205111,0.000106303311164
1,Deaths,206,The Gambia,1,Male,24,15-49 years,438,Prostate cancer,3,Rate,2016,0.0925680273514,0.129852449737,0.0628848390263
1,Deaths,206,The Gambia,3,Both,24,15-49 years,438,Prostate cancer,3,Rate,2016,0.044929481982199995,0.0630261167675,0.0305222367034
1,Deaths,206,The Gambia,1,Male,24,15-49 years,468,Testicular cancer,1,Number,2016,0.894245372967,1.20837280882,0.590692945716
1,Deaths,206,The Gambia,3,Both,24,15-49 years,468,Testicular cancer,1,Number,2016,0.894245372967,1.20837280882,0.590692945716
1,Deaths,206,The Gambia,1,Male,24,15-49 years,468,Testicular cancer,2,Percent,2016,0.000546130101699,0.000725593989761,0.000372153555264
1,Deaths,206,The Gambia,3,Both,24,15-49 years,468,Testicular cancer,2,Percent,2016,0.000329895299756,0.000432169629723,0.000222196237936
1,Deaths,206,The Gambia,1,Male,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.196220046823,0.265147549313,0.129612968622
1,Deaths,206,The Gambia,3,Both,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.0952387699135,0.128693917115,0.062909880495
1,Deaths,55,Slovenia,1,Male,24,15-49 years,438,Prostate cancer,1,Number,2016,0.779838425945,1.11751265816,0.500197261863
1,Deaths,55,Slovenia,3,Both,24,15-49 years,438,Prostate cancer,1,Number,2016,0.779838425945,1.11751265816,0.500197261863
1,Deaths,55,Slovenia,1,Male,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.00131843429917,0.00181231192133,0.000911700646315
1,Deaths,55,Slovenia,3,Both,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.000941226513969,0.00129615254205,0.000636119905474
1,Deaths,55,Slovenia,1,Male,24,15-49 years,438,Prostate cancer,3,Rate,2016,0.1627301005,0.23319310914000002,0.10437694269100001
1,Deaths,55,Slovenia,3,Both,24,15-49 years,438,Prostate cancer,3,Rate,2016,0.0843689734016,0.1209011926,0.0541152219198
1,Deaths,55,Slovenia,1,Male,24,15-49 years,468,Testicular cancer,1,Number,2016,3.32793100166,4.45097799775,2.4121976917
1,Deaths,55,Slovenia,3,Both,24,15-49 years,468,Testicular cancer,1,Number,2016,3.32793100166,4.45097799775,2.4121976917
1,Deaths,55,Slovenia,1,Male,24,15-49 years,468,Testicular cancer,2,Percent,2016,0.00562918236761,0.00706126160042,0.0043339101012
1,Deaths,55,Slovenia,3,Both,24,15-49 years,468,Testicular cancer,2,Percent,2016,0.00401794637334,0.00513274390549,0.0030715001998
1,Deaths,55,Slovenia,1,Male,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.694444552025,0.9287925200909999,0.50335705415
1,Deaths,55,Slovenia,3,Both,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.360041404501,0.48154134473199994,0.26097026784
1,Deaths,207,Ghana,1,Male,24,15-49 years,468,Testicular cancer,1,Number,2016,9.1792697205,12.2362548248,6.6412619508
1,Deaths,207,Ghana,3,Both,24,15-49 years,468,Testicular cancer,1,Number,2016,9.1792697205,12.2362548248,6.6412619508
1,Deaths,207,Ghana,1,Male,24,15-49 years,468,Testicular cancer,2,Percent,2016,0.000353457562618,0.0004482392954,0.000269464834623
1,Deaths,207,Ghana,3,Both,24,15-49 years,468,Testicular cancer,2,Percent,2016,0.000197761641224,0.000253827815508,0.000146606344007
1,Deaths,207,Ghana,1,Male,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.132397768971,0.176490384168,0.0957906557067
1,Deaths,207,Ghana,3,Both,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.0654632805857,0.0872646089832,0.047363113599
1,Deaths,25,Federated States of Micronesia,1,Male,24,15-49 years,438,Prostate cancer,1,Number,2016,0.0833250012773,0.132520410222,0.0538982977276
1,Deaths,25,Federated States of Micronesia,3,Both,24,15-49 years,438,Prostate cancer,1,Number,2016,0.0833250012773,0.132520410222,0.0538982977276
1,Deaths,25,Federated States of Micronesia,1,Male,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.000738337052631,0.00112915984462,0.000516190768596
1,Deaths,25,Federated States of Micronesia,3,Both,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.000457617304789,0.000702846138655,0.000321267897182
1,Deaths,25,Federated States of Micronesia,1,Male,24,15-49 years,438,Prostate cancer,3,Rate,2016,0.29716476917699997,0.47261201933800007,0.19221932142499998
1,Deaths,25,Federated States of Micronesia,3,Both,24,15-49 years,438,Prostate cancer,3,Rate,2016,0.153889457926,0.24474640000700001,0.09954251057020001
1,Deaths,25,Federated States of Micronesia,1,Male,24,15-49 years,468,Testicular cancer,1,Number,2016,0.120678254352,0.171712294711,0.0784099624572
1,Deaths,25,Federated States of Micronesia,3,Both,24,15-49 years,468,Testicular cancer,1,Number,2016,0.120678254352,0.171712294711,0.0784099624572
1,Deaths,25,Federated States of Micronesia,1,Male,24,15-49 years,468,Testicular cancer,2,Percent,2016,0.00107018137575,0.00142631881747,0.000733250708781
1,Deaths,25,Federated States of Micronesia,3,Both,24,15-49 years,468,Testicular cancer,2,Percent,2016,0.000663301910773,0.000888443012879,0.000450723928014
1,Deaths,25,Federated States of Micronesia,1,Male,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.430378938488,0.612383362023,0.279636100062
1,Deaths,25,Federated States of Micronesia,3,Both,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.222875617893,0.31712825139100004,0.14481207841000002
1,Deaths,145,Kuwait,1,Male,24,15-49 years,561,Drug use disorders,1,Number,2016,26.4331847351,41.8816307659,15.077573816
1,Deaths,145,Kuwait,2,Female,24,15-49 years,561,Drug use disorders,1,Number,2016,2.79748557577,4.60561236913,1.6041379723
1,Deaths,145,Kuwait,3,Both,24,15-49 years,561,Drug use disorders,1,Number,2016,29.2306703109,44.4652085842,17.7864587094
1,Deaths,145,Kuwait,1,Male,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.0188996574602,0.0251275079118,0.0126910369721
1,Deaths,145,Kuwait,2,Female,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.00629847158273,0.00828809748701,0.00455944614179
1,Deaths,145,Kuwait,3,Both,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.0158164009007,0.0208552212125,0.0109035975268
1,Deaths,145,Kuwait,1,Male,24,15-49 years,561,Drug use disorders,3,Rate,2016,1.73274641988,2.74542195711,0.9883641457479999
1,Deaths,145,Kuwait,2,Female,24,15-49 years,561,Drug use disorders,3,Rate,2016,0.249121997454,0.410139506289,0.142851873594
1,Deaths,145,Kuwait,3,Both,24,15-49 years,561,Drug use disorders,3,Rate,2016,1.1036913964600001,1.6789169606599998,0.671580953922
1,Deaths,146,Lebanon,1,Male,24,15-49 years,561,Drug use disorders,1,Number,2016,28.7032846424,52.8119642717,10.5342238097
1,Deaths,146,Lebanon,2,Female,24,15-49 years,561,Drug use disorders,1,Number,2016,8.63262371574,14.0483219177,3.24058842923
1,Deaths,146,Lebanon,3,Both,24,15-49 years,561,Drug use disorders,1,Number,2016,37.3359083581,61.8432364876,19.811768559
1,Deaths,146,Lebanon,1,Male,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.0161607609429,0.0296092538224,0.00600130731402
1,Deaths,146,Lebanon,2,Female,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.00826832770074,0.0129413716589,0.00329839952374
1,Deaths,146,Lebanon,3,Both,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.0132344245938,0.0218486099813,0.00698104032792
1,Deaths,146,Lebanon,1,Male,24,15-49 years,561,Drug use disorders,3,Rate,2016,1.7708720067500001,3.25827619783,0.6499173279229999
1,Deaths,146,Lebanon,2,Female,24,15-49 years,561,Drug use disorders,3,Rate,2016,0.515659441304,0.8391596888589999,0.19357266967
1,Deaths,146,Lebanon,3,Both,24,15-49 years,561,Drug use disorders,3,Rate,2016,1.13312520103,1.87690973272,0.601276765945
1,Deaths,207,Ghana,1,Male,24,15-49 years,561,Drug use disorders,1,Number,2016,178.814630364,271.070823904,80.9182926775
1,Deaths,207,Ghana,2,Female,24,15-49 years,561,Drug use disorders,1,Number,2016,18.2241994699,27.4981092226,11.9194343962
1,Deaths,207,Ghana,3,Both,24,15-49 years,561,Drug use disorders,1,Number,2016,197.038829834,290.092301748,100.301897324
1,Deaths,207,Ghana,1,Male,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.0068772923967,0.0101361483041,0.00316709793047
1,Deaths,207,Ghana,2,Female,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.00089192665252,0.00136142307419,0.000592069727632
1,Deaths,207,Ghana,3,Both,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.00424173671385,0.0060466471626,0.00218532618721
1,Deaths,207,Ghana,1,Male,24,15-49 years,561,Drug use disorders,3,Rate,2016,2.57914396683,3.9098069248100003,1.16713003819
1,Deaths,207,Ghana,2,Female,24,15-49 years,561,Drug use disorders,3,Rate,2016,0.257080308986,0.38790304217099997,0.168141919352
1,Deaths,207,Ghana,3,Both,24,15-49 years,561,Drug use disorders,3,Rate,2016,1.40521071899,2.06883492079,0.715317388829
1,Deaths,85,Israel,1,Male,24,15-49 years,561,Drug use disorders,1,Number,2016,37.1739816498,54.5807211003,24.1090789811
1,Deaths,85,Israel,2,Female,24,15-49 years,561,Drug use disorders,1,Number,2016,2.69595399671,3.81698627345,1.75156084324
1,Deaths,85,Israel,3,Both,24,15-49 years,561,Drug use disorders,1,Number,2016,39.8699356465,57.2462412092,26.7178850842
1,Deaths,85,Israel,1,Male,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.0207510609021,0.0268566594804,0.0150103075302
1,Deaths,85,Israel,2,Female,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.00328039748109,0.00419102614723,0.00246225916098
1,Deaths,85,Israel,3,Both,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.0152413288821,0.0197799259263,0.0112201185898
1,Deaths,85,Israel,1,Male,24,15-49 years,561,Drug use disorders,3,Rate,2016,1.92020517443,2.81934241181,1.24534354825
1,Deaths,85,Israel,2,Female,24,15-49 years,561,Drug use disorders,3,Rate,2016,0.14143896725,0.20025215459299997,0.09189287244739999
1,Deaths,85,Israel,3,Both,24,15-49 years,561,Drug use disorders,3,Rate,2016,1.03773152487,1.49000062879,0.695410995281
1,Deaths,54,Slovakia,1,Male,24,15-49 years,438,Prostate cancer,1,Number,2016,2.58034321506,3.56148636327,1.6205395215
1,Deaths,54,Slovakia,3,Both,24,15-49 years,438,Prostate cancer,1,Number,2016,2.58034321506,3.56148636327,1.6205395215
1,Deaths,54,Slovakia,1,Male,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.00107192109387,0.0013961499335,0.000705705896818
1,Deaths,54,Slovakia,3,Both,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.000775397748235,0.0010198867826,0.000503147590005
1,Deaths,54,Slovakia,1,Male,24,15-49 years,438,Prostate cancer,3,Rate,2016,0.18599569339299998,0.256718223289,0.116811349053
1,Deaths,54,Slovakia,3,Both,24,15-49 years,438,Prostate cancer,3,Rate,2016,0.09503435261609999,0.131169973401,0.0596846665264
1,Deaths,54,Slovakia,1,Male,24,15-49 years,468,Testicular cancer,1,Number,2016,11.895458085,15.1963503767,9.17271369911
1,Deaths,54,Slovakia,3,Both,24,15-49 years,468,Testicular cancer,1,Number,2016,11.895458085,15.1963503767,9.17271369911
1,Deaths,54,Slovakia,1,Male,24,15-49 years,468,Testicular cancer,2,Percent,2016,0.00494240202337,0.00596609975571,0.00405933782533
1,Deaths,54,Slovakia,3,Both,24,15-49 years,468,Testicular cancer,2,Percent,2016,0.00357463813823,0.00431318864554,0.00291457136627
1,Deaths,54,Slovakia,1,Male,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.857445614921,1.09537975757,0.661185393789
1,Deaths,54,Slovakia,3,Both,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.43811115962499997,0.559683421859,0.337832154669
1,Deaths,24,Marshall Islands,1,Male,24,15-49 years,438,Prostate cancer,1,Number,2016,0.0589623859415,0.0982498449696,0.0394056617099
1,Deaths,24,Marshall Islands,3,Both,24,15-49 years,438,Prostate cancer,1,Number,2016,0.0589623859415,0.0982498449696,0.0394056617099
1,Deaths,24,Marshall Islands,1,Male,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.000608118182857,0.000987070379022,0.000437639474475
1,Deaths,24,Marshall Islands,3,Both,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.000379119549734,0.000607625989593,0.000262174787182
1,Deaths,24,Marshall Islands,1,Male,24,15-49 years,438,Prostate cancer,3,Rate,2016,0.303687344185,0.506038451616,0.202959913501
1,Deaths,24,Marshall Islands,3,Both,24,15-49 years,438,Prostate cancer,3,Rate,2016,0.155446882321,0.2590233052,0.103888049318
1,Deaths,24,Marshall Islands,1,Male,24,15-49 years,468,Testicular cancer,1,Number,2016,0.0807208228965,0.108581214417,0.0552540980434
1,Deaths,24,Marshall Islands,3,Both,24,15-49 years,468,Testicular cancer,1,Number,2016,0.0807208228965,0.108581214417,0.0552540980434
1,Deaths,24,Marshall Islands,1,Male,24,15-49 years,468,Testicular cancer,2,Percent,2016,0.00083371902532,0.00108288415004,0.000591197210912
1,Deaths,24,Marshall Islands,3,Both,24,15-49 years,468,Testicular cancer,2,Percent,2016,0.000519681828548,0.000683957161199,0.000357379170463
1,Deaths,24,Marshall Islands,1,Male,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.415754755077,0.5592504459950001,0.284587708285
1,Deaths,24,Marshall Islands,3,Both,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.212810252795,0.286260655675,0.145670449714
1,Deaths,175,Burundi,1,Male,24,15-49 years,561,Drug use disorders,1,Number,2016,15.0824587955,22.9162117623,8.94865116946
1,Deaths,175,Burundi,2,Female,24,15-49 years,561,Drug use disorders,1,Number,2016,6.16130736285,9.26405690875,3.21955426633
1,Deaths,175,Burundi,3,Both,24,15-49 years,561,Drug use disorders,1,Number,2016,21.2437661584,30.0868202017,12.6216249503
1,Deaths,175,Burundi,1,Male,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.00121622574234,0.00178017317686,0.000737096525508
1,Deaths,175,Burundi,2,Female,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.000646820993487,0.000913878878212,0.000354370399289
1,Deaths,175,Burundi,3,Both,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.000969102653857,0.00129652093528,0.000593981971833
1,Deaths,175,Burundi,1,Male,24,15-49 years,561,Drug use disorders,3,Rate,2016,0.582633963503,0.885251103187,0.345685552306
1,Deaths,175,Burundi,2,Female,24,15-49 years,561,Drug use disorders,3,Rate,2016,0.228239255653,0.343177401914,0.119265056263
1,Deaths,175,Burundi,3,Both,24,15-49 years,561,Drug use disorders,3,Rate,2016,0.40172298316800004,0.568946535908,0.23867692713400002
1,Deaths,117,Saint Vincent and the Grenadines,1,Male,24,15-49 years,468,Testicular cancer,1,Number,2016,0.0297935528964,0.0384138415811,0.0218354715055
1,Deaths,117,Saint Vincent and the Grenadines,3,Both,24,15-49 years,468,Testicular cancer,1,Number,2016,0.0297935528964,0.0384138415811,0.0218354715055
1,Deaths,117,Saint Vincent and the Grenadines,1,Male,24,15-49 years,468,Testicular cancer,2,Percent,2016,0.00030900943014,0.000382829314378,0.000251226073868
1,Deaths,117,Saint Vincent and the Grenadines,3,Both,24,15-49 years,468,Testicular cancer,2,Percent,2016,0.000210876331151,0.000264788085864,0.000165485829157
1,Deaths,117,Saint Vincent and the Grenadines,1,Male,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.101262874797,0.130561670305,0.0742148016008
1,Deaths,117,Saint Vincent and the Grenadines,3,Both,24,15-49 years,468,Testicular cancer,3,Rate,2016,0.051437377922199996,0.0663199616951,0.0376980685669
1,Deaths,145,Kuwait,1,Male,24,15-49 years,438,Prostate cancer,1,Number,2016,0.947515867914,1.45404140945,0.567781340164
1,Deaths,145,Kuwait,3,Both,24,15-49 years,438,Prostate cancer,1,Number,2016,0.947515867914,1.45404140945,0.567781340164
1,Deaths,145,Kuwait,1,Male,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.000676477691301,0.000889211568324,0.000569990657878
1,Deaths,145,Kuwait,3,Both,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.000511073041615,0.000687483865541,0.000390342333594
1,Deaths,145,Kuwait,1,Male,24,15-49 years,438,Prostate cancer,3,Rate,2016,0.062111499025100006,0.0953152286347,0.0372191657684
1,Deaths,145,Kuwait,3,Both,24,15-49 years,438,Prostate cancer,3,Rate,2016,0.035776295935300004,0.054901682946,0.021438282925
1,Deaths,435,South Sudan,1,Male,24,15-49 years,561,Drug use disorders,1,Number,2016,11.7724499426,21.0205665962,5.77437971865
1,Deaths,435,South Sudan,2,Female,24,15-49 years,561,Drug use disorders,1,Number,2016,2.21756397324,4.01168913722,1.09557673723
1,Deaths,435,South Sudan,3,Both,24,15-49 years,561,Drug use disorders,1,Number,2016,13.9900139159,23.426772159,7.2618193554
1,Deaths,435,South Sudan,1,Male,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.000775909862939,0.00130347433946,0.000397647104884
1,Deaths,435,South Sudan,2,Female,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.000173335306367,0.000304250190516,8.54355332751e-05
1,Deaths,435,South Sudan,3,Both,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.000499645115427,0.000796992614638,0.000275506654156
1,Deaths,435,South Sudan,1,Male,24,15-49 years,561,Drug use disorders,3,Rate,2016,0.385908579438,0.689067868936,0.189287929464
1,Deaths,435,South Sudan,2,Female,24,15-49 years,561,Drug use disorders,3,Rate,2016,0.0730305528375,0.13211608731000002,0.036080390807800004
1,Deaths,435,South Sudan,3,Both,24,15-49 years,561,Drug use disorders,3,Rate,2016,0.2298317337,0.38486135129399995,0.119299133103
1,Deaths,54,Slovakia,1,Male,24,15-49 years,561,Drug use disorders,1,Number,2016,25.9247646262,36.3594561127,18.3680078471
1,Deaths,54,Slovakia,2,Female,24,15-49 years,561,Drug use disorders,1,Number,2016,6.09083965909,7.99646722289,4.08558009872
1,Deaths,54,Slovakia,3,Both,24,15-49 years,561,Drug use disorders,1,Number,2016,32.0156042853,42.3133308781,24.2656910473
1,Deaths,54,Slovakia,1,Male,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.0107709450302,0.0148735381999,0.00785690816048
1,Deaths,54,Slovakia,2,Female,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.00663521097564,0.00841819089978,0.00458626777081
1,Deaths,54,Slovakia,3,Both,24,15-49 years,561,Drug use disorders,2,Percent,2016,0.00962603788244,0.0125117698585,0.00744101038862
1,Deaths,54,Slovakia,1,Male,24,15-49 years,561,Drug use disorders,3,Rate,2016,1.86870279293,2.62085377309,1.32399842619
1,Deaths,54,Slovakia,2,Female,24,15-49 years,561,Drug use disorders,3,Rate,2016,0.45869747221900004,0.602209138168,0.30768258051799996
1,Deaths,54,Slovakia,3,Both,24,15-49 years,561,Drug use disorders,3,Rate,2016,1.17913857703,1.55840509261,0.8937083353890001
1,Deaths,117,Saint Vincent and the Grenadines,1,Male,24,15-49 years,438,Prostate cancer,1,Number,2016,0.301131883647,0.379008421195,0.223384068535
1,Deaths,117,Saint Vincent and the Grenadines,3,Both,24,15-49 years,438,Prostate cancer,1,Number,2016,0.301131883647,0.379008421195,0.223384068535
1,Deaths,117,Saint Vincent and the Grenadines,1,Male,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.00313157038194,0.00384450740461,0.00237946792571
1,Deaths,117,Saint Vincent and the Grenadines,3,Both,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.00213400332442,0.00262350402754,0.00162578063059
1,Deaths,117,Saint Vincent and the Grenadines,1,Male,24,15-49 years,438,Prostate cancer,3,Rate,2016,1.02349257697,1.28818078313,0.7592418749900001
1,Deaths,117,Saint Vincent and the Grenadines,3,Both,24,15-49 years,438,Prostate cancer,3,Rate,2016,0.519892157792,0.654342886346,0.385663663378
1,Deaths,147,Libya,1,Male,24,15-49 years,438,Prostate cancer,1,Number,2016,2.2243450638,3.06991223288,1.49451946639
1,Deaths,147,Libya,3,Both,24,15-49 years,438,Prostate cancer,1,Number,2016,2.2243450638,3.06991223288,1.49451946639
1,Deaths,147,Libya,1,Male,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.000560585542003,0.000786552181917,0.000379065665967
1,Deaths,147,Libya,3,Both,24,15-49 years,438,Prostate cancer,2,Percent,2016,0.000371367027515,0.000518341340131,0.000247959479781
1,Deaths,147,Libya,1,Male,24,15-49 years,438,Prostate cancer,3,Rate,2016,0.127218693202,0.175579872417,0.0854772115056
1,Deaths,147,Libya,3,Both,24,15-49 years,438,Prostate cancer,3,Rate,2016,0.0636846884327,0.0878939186409,0.0427892273204
